,close,return,realreturn,direction,lag1,lag2,lag3,lag4,lag5,result,up,uptotal,rsi
2402,102.156,-0.0028445349893786074,-0.2909999999999968,-1,1,2,2,1,2,0.2909999999999968,0,-0.0,60.958520179372314
2403,102.351,0.0019070257653492934,0.19499999999999318,1,1,1,2,2,1,0.19499999999999318,1,0.19499999999999318,53.767009624958575
2404,102.11,-0.0023574188878229194,-0.24099999999999966,-1,2,1,1,2,2,0.24099999999999966,0,-0.0,47.64498558154428
2405,101.76799999999999,-0.0033549507135368726,-0.34200000000001296,-1,1,2,1,1,2,0.34200000000001296,0,-0.0,43.92909896602637
2406,101.384,-0.003780425074146664,-0.38399999999998613,-1,1,1,2,1,1,0.38399999999998613,0,-0.0,31.656184486373242
2407,102.258,0.008583743691391435,0.8739999999999952,1,1,1,1,2,1,0.8739999999999952,1,0.8739999999999952,47.20117330725967
2408,102.295,0.00036176443663522227,0.03700000000000614,1,3,1,1,1,2,0.03700000000000614,1,0.03700000000000614,51.14345114345106
2409,103.02600000000001,0.007120587651930773,0.7310000000000088,1,2,3,1,1,1,0.7310000000000088,1,0.7310000000000088,64.77081833453329
2410,103.29799999999999,0.0026366312942230946,0.27199999999997715,1,3,2,3,1,1,0.27199999999997715,1,0.27199999999997715,65.8842667906111
2411,103.25399999999999,-0.0004260428431149333,-0.04399999999999693,-1,2,3,2,3,1,0.04399999999999693,0,-0.0,61.5853658536583
2412,103.01299999999999,-0.00233677815322549,-0.24099999999999966,-1,1,2,3,2,3,0.24099999999999966,0,-0.0,59.52848722986231
2413,102.743,-0.0026244693226575018,-0.269999999999996,-1,1,1,2,3,2,0.269999999999996,0,-0.0,55.31220876048452
2414,101.825,-0.008975071000469594,-0.9179999999999922,-1,1,1,1,2,3,0.9179999999999922,0,-0.0,42.649140546005974
2415,101.294,-0.005228474043876579,-0.5310000000000059,-1,0,1,1,1,2,0.5310000000000059,0,-0.0,39.26643083224713
2416,101.76,0.004589920101212326,0.4660000000000082,1,1,0,1,1,1,0.4660000000000082,1,0.4660000000000082,46.429859358095904
2417,101.428,-0.003267912430451104,-0.33200000000000784,-1,2,1,0,1,1,0.33200000000000784,0,-0.0,41.87928910786554
2418,102.31,0.008658232729487712,0.882000000000005,1,1,2,1,0,1,0.882000000000005,1,0.882000000000005,51.58127767235929
2419,102.37899999999999,0.0006741935581646537,0.0689999999999884,1,3,1,2,1,0,0.0689999999999884,1,0.0689999999999884,55.048752272351734
2420,102.113,-0.002601570232847109,-0.26599999999999113,-1,2,3,1,2,1,0.26599999999999113,0,-0.0,56.14360357323447
2421,102.234,0.0011842602449911046,0.12099999999999511,1,1,2,3,1,2,0.12099999999999511,1,0.12099999999999511,49.76833976833976
2422,102.24799999999999,0.00013693136825616167,0.013999999999995794,1,2,1,2,3,1,0.013999999999995794,1,0.013999999999995794,49.54430870661227
2423,102.01799999999999,-0.002251966526009583,-0.23000000000000398,-1,2,2,1,2,3,0.23000000000000398,0,-0.0,39.17525773195842
2424,102.17200000000001,0.0015083993261108947,0.15400000000002478,1,1,2,2,1,2,0.15400000000002478,1,0.15400000000002478,37.593653591891
2425,102.8,0.006127685391550177,0.6279999999999859,1,2,1,2,2,1,0.6279999999999859,1,0.6279999999999859,45.568137446310104
2426,103.21600000000001,0.004038526768821198,0.416000000000011,1,2,2,1,2,2,0.416000000000011,1,0.416000000000011,51.91617896922802
2427,103.637,0.004070529132310027,0.42099999999999227,1,2,2,2,1,2,0.42099999999999227,1,0.42099999999999227,58.204845814978015
2428,103.87200000000001,0.002264962969930225,0.23500000000001364,1,2,2,2,2,1,0.23500000000001364,1,0.23500000000001364,71.47953830010492
2429,103.911,0.0003753916389499823,0.03899999999998727,1,2,2,2,2,2,0.03899999999998727,1,0.03899999999998727,80.62251345658787
2430,103.24600000000001,-0.00642027336047957,-0.664999999999992,-1,2,2,2,2,2,0.664999999999992,0,-0.0,66.61449016100185
2431,103.085,-0.0015605995480651906,-0.16100000000001558,-1,0,2,2,2,2,0.16100000000001558,0,-0.0,69.26296210183673
2432,101.79899999999999,-0.012553609737068042,-1.2860000000000014,-1,1,0,2,2,2,1.2860000000000014,0,-0.0,44.569606801275135
2433,101.986,0.001835268076530991,0.18700000000001182,1,0,1,0,2,2,0.18700000000001182,1,0.18700000000001182,45.92577234086684
2434,101.522,-0.004560025198299905,-0.46399999999999864,-1,2,0,1,0,2,0.46399999999999864,0,-0.0,44.11471818362885
2435,101.62,0.0009648424018913966,0.09799999999999898,1,1,2,0,1,0,0.09799999999999898,1,0.09799999999999898,43.85754301720702
2436,101.62200000000001,1.9680971453373654e-05,0.0020000000000095497,1,2,1,2,0,1,0.0020000000000095497,1,0.0020000000000095497,43.72242278379492
2437,101.835,0.0020938092846806322,0.21299999999997965,1,2,2,1,2,0,0.21299999999997965,1,0.21299999999997965,48.1585832159389
2438,101.904,0.0006773372072899029,0.06900000000000261,1,2,2,2,1,2,0.06900000000000261,1,0.06900000000000261,47.25634725634711
2439,102.22,0.003096159711123633,0.3160000000000025,1,2,2,2,2,1,0.3160000000000025,1,0.3160000000000025,43.65704286964134
2440,102.37799999999999,0.001544492433049232,0.15799999999998704,1,2,2,2,2,2,0.15799999999998704,1,0.15799999999998704,40.28743625405629
2441,102.421,0.0004199239315805412,0.04300000000002058,1,2,2,2,2,2,0.04300000000002058,1,0.04300000000002058,34.55284552845544
2442,102.59200000000001,0.001668187282324551,0.17100000000000648,1,2,2,2,2,2,0.17100000000000648,1,0.17100000000000648,33.47107438016534
2443,102.604,0.00011696134440884352,0.011999999999986244,1,2,2,2,2,2,0.011999999999986244,1,0.011999999999986244,33.003901170351135
2444,102.53,-0.000721479649496928,-0.07399999999999807,-1,2,2,2,2,2,0.07399999999999807,0,-0.0,38.99815611555004
2445,102.303,-0.0022164406412070715,-0.22700000000000387,-1,1,2,2,2,2,0.22700000000000387,0,-0.0,38.22289156626514
2446,102.12799999999999,-0.0017120695270914752,-0.17500000000001137,-1,1,1,2,2,2,0.17500000000001137,0,-0.0,57.44680851063809
2447,102.475,0.0033919378766998965,0.3470000000000084,1,1,1,1,2,2,0.3470000000000084,1,0.3470000000000084,60.32081046855187
2448,102.62799999999999,0.0014919335980438137,0.1529999999999916,1,2,1,1,1,2,0.1529999999999916,1,0.1529999999999916,76.87074829931916
2449,102.22399999999999,-0.003944316128457578,-0.40399999999999636,-1,2,2,1,1,1,0.40399999999999636,0,-0.0,62.77495769881523
2450,102.31700000000001,0.000909353199687719,0.09300000000001774,1,1,2,2,1,1,0.09300000000001774,1,0.09300000000001774,64.15478615071262
2451,102.22200000000001,-0.0009289182682148829,-0.09499999999999886,-1,2,1,2,2,1,0.09499999999999886,0,-0.0,58.27984595635451
2452,102.132,-0.0008808245086359066,-0.09000000000000341,-1,1,2,1,2,2,0.09000000000000341,0,-0.0,54.83460559796449
2453,101.67299999999999,-0.0045043132018133415,-0.4590000000000174,-1,1,1,2,1,2,0.4590000000000174,0,-0.0,39.06437425029986
2454,101.89,0.002132018905183058,0.21700000000001296,1,1,1,1,2,1,0.21700000000001296,1,0.21700000000001296,40.46875000000056
2455,101.646,-0.0023976113993296757,-0.24399999999999977,-1,2,1,1,1,2,0.24399999999999977,0,-0.0,35.965229989134535
2456,101.807,0.001582675444519297,0.16100000000000136,1,1,2,1,1,1,0.16100000000000136,1,0.16100000000000136,35.732460923300664
2457,102.109,0.002962006128005707,0.3019999999999925,1,2,1,2,1,1,0.3019999999999925,1,0.3019999999999925,41.86122985859921
2458,102.24700000000001,0.0013505844797991238,0.13800000000001944,1,2,2,1,2,1,0.13800000000001944,1,0.13800000000001944,45.44283413848664
2459,101.876,-0.003635067175417626,-0.3710000000000093,-1,2,2,2,1,2,0.3710000000000093,0,-0.0,43.42874730686393
2460,101.564,-0.003067245818009217,-0.3120000000000118,-1,1,2,2,2,1,0.3120000000000118,0,-0.0,41.67158889545217
2461,101.531,-0.00032497107551056803,-0.03299999999998704,-1,1,1,2,2,2,0.03299999999998704,0,-0.0,34.635416666667155
2462,101.484,-0.0004630199821658246,-0.047000000000011255,-1,1,1,1,2,2,0.047000000000011255,0,-0.0,30.71476736345312
2463,101.316,-0.0016568051127222121,-0.16799999999999216,-1,1,1,1,1,2,0.16799999999999216,0,-0.0,33.36996336996406
2464,101.35600000000001,0.0003947264596922991,0.04000000000000625,1,1,1,1,1,1,0.04000000000000625,1,0.04000000000000625,32.05080313784132
2465,101.72399999999999,0.003624191479213268,0.3679999999999808,1,2,1,1,1,1,0.3679999999999808,1,0.3679999999999808,41.55932203389811
2466,101.97200000000001,0.0024350023813679827,0.24800000000001887,1,2,2,1,1,1,0.24800000000001887,1,0.24800000000001887,47.42599742599753
2467,101.925,-0.00046101709031964286,-0.047000000000011255,-1,2,2,2,1,1,0.047000000000011255,0,-0.0,54.67359050445112
2468,101.96700000000001,0.0004119828202584026,0.0420000000000158,1,1,2,2,2,1,0.0420000000000158,1,0.0420000000000158,51.5271717572394
2469,101.833,-0.001315014909814846,-0.13400000000001455,-1,2,1,2,2,2,0.13400000000001455,0,-0.0,53.87805889672318
2470,101.777,-0.0005500712284468749,-0.055999999999997385,-1,1,2,1,2,2,0.055999999999997385,0,-0.0,49.34952298352124
2471,101.788,0.00010807358839397807,0.01099999999999568,1,1,1,2,1,2,0.01099999999999568,1,0.01099999999999568,42.03473945409463
2472,102.37100000000001,0.005711250395121747,0.5830000000000126,1,2,1,1,2,1,0.5830000000000126,1,0.5830000000000126,52.52032520325187
2473,102.49700000000001,0.0012300604866257575,0.12600000000000477,1,2,2,1,1,2,0.12600000000000477,1,0.12600000000000477,64.01805869074475
2474,102.73700000000001,0.002338794833206995,0.23999999999999488,1,2,2,2,1,1,0.23999999999999488,1,0.23999999999999488,77.36817545496949
